x;y;z;u;v;w;X;Y;Z;Sigma_11;Sigma_22;Sigma_12;Epsilon_11;Epsilon_22;Gamma_12;Strain Energy CCM
39.500;-2.000;0.000;0.038;-0.431;0.000;39.538;-2.431;0.000;-3.033600;0.000000;2.923200;-0.000758;0.000228;0.001900;0.003927
39.500;-1.000;0.000;0.019;-0.431;0.000;39.519;-1.431;0.000;-1.516800;0.000000;2.980800;-0.000379;0.000114;0.001938;0.003175
39.500;0.000;0.000;0.000;-0.431;0.000;39.500;-0.431;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
39.500;1.000;0.000;-0.019;-0.431;0.000;39.481;0.569;0.000;1.516800;0.000000;2.980800;0.000379;-0.000114;0.001938;0.003175
39.500;2.000;0.000;-0.038;-0.431;0.000;39.462;1.569;0.000;3.033600;0.000000;2.923200;0.000758;-0.000228;0.001900;0.003927
39.500;3.000;0.000;-0.057;-0.431;0.000;39.443;2.569;0.000;4.550400;0.000000;2.827200;0.001138;-0.000341;0.001838;0.005186
39.500;4.000;0.000;-0.076;-0.432;0.000;39.424;3.568;0.000;6.067200;0.000000;2.692800;0.001517;-0.000455;0.001750;0.006958
39.500;5.000;0.000;-0.095;-0.432;0.000;39.405;4.568;0.000;7.584000;0.000000;2.520000;0.001896;-0.000569;0.001638;0.009254
39.500;6.000;0.000;-0.114;-0.433;0.000;39.386;5.567;0.000;9.100800;0.000000;2.308800;0.002275;-0.000683;0.001501;0.012086
39.500;7.000;0.000;-0.134;-0.434;0.000;39.366;6.566;0.000;10.617600;0.000000;2.059200;0.002654;-0.000796;0.001338;0.015470
39.500;8.000;0.000;-0.153;-0.435;0.000;39.347;7.565;0.000;12.134400;0.000000;1.771200;0.003034;-0.000910;0.001151;0.019425
39.500;9.000;0.000;-0.173;-0.436;0.000;39.327;8.564;0.000;13.651200;0.000000;1.444800;0.003413;-0.001024;0.000939;0.023973
39.500;10.000;0.000;-0.193;-0.437;0.000;39.307;9.563;0.000;15.168000;0.000000;1.080000;0.003792;-0.001138;0.000702;0.029138
39.500;11.000;0.000;-0.213;-0.438;0.000;39.287;10.562;0.000;16.684800;0.000000;0.676800;0.004171;-0.001251;0.000440;0.034947
39.500;12.000;0.000;-0.234;-0.439;0.000;39.266;11.561;0.000;18.201600;0.000000;0.235200;0.004550;-0.001365;0.000153;0.041430
40.500;-12.000;0.000;0.229;-0.419;0.000;40.729;-12.419;0.000;-18.662400;0.000000;0.235200;-0.004666;0.001400;0.000153;0.043554
40.500;-11.000;0.000;0.209;-0.417;0.000;40.709;-11.417;0.000;-17.107200;0.000000;0.676800;-0.004277;0.001283;0.000440;0.036731
40.500;-10.000;0.000;0.189;-0.416;0.000;40.689;-10.416;0.000;-15.552000;0.000000;1.080000;-0.003888;0.001166;0.000702;0.030612
40.500;-9.000;0.000;0.170;-0.415;0.000;40.670;-9.415;0.000;-13.996800;0.000000;1.444800;-0.003499;0.001050;0.000939;0.025167
40.500;-8.000;0.000;0.150;-0.414;0.000;40.650;-8.414;0.000;-12.441600;0.000000;1.771200;-0.003110;0.000933;0.001151;0.020369
40.500;-7.000;0.000;0.131;-0.413;0.000;40.631;-7.413;0.000;-10.886400;0.000000;2.059200;-0.002722;0.000816;0.001338;0.016192
40.500;-6.000;0.000;0.112;-0.412;0.000;40.612;-6.412;0.000;-9.331200;0.000000;2.308800;-0.002333;0.000700;0.001501;0.012616
40.500;-5.000;0.000;0.093;-0.412;0.000;40.593;-5.412;0.000;-7.776000;0.000000;2.520000;-0.001944;0.000583;0.001638;0.009622
40.500;-4.000;0.000;0.074;-0.411;0.000;40.574;-4.411;0.000;-6.220800;0.000000;2.692800;-0.001555;0.000467;0.001750;0.007194
40.500;-3.000;0.000;0.056;-0.411;0.000;40.556;-3.411;0.000;-4.665600;0.000000;2.827200;-0.001166;0.000350;0.001838;0.005319
40.500;-2.000;0.000;0.037;-0.410;0.000;40.537;-2.410;0.000;-3.110400;0.000000;2.923200;-0.000778;0.000233;0.001900;0.003986
40.500;-1.000;0.000;0.019;-0.410;0.000;40.519;-1.410;0.000;-1.555200;0.000000;2.980800;-0.000389;0.000117;0.001938;0.003190
40.500;0.000;0.000;0.000;-0.410;0.000;40.500;-0.410;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
40.500;1.000;0.000;-0.019;-0.410;0.000;40.481;0.590;0.000;1.555200;0.000000;2.980800;0.000389;-0.000117;0.001938;0.003190
40.500;2.000;0.000;-0.037;-0.410;0.000;40.463;1.590;0.000;3.110400;0.000000;2.923200;0.000778;-0.000233;0.001900;0.003986
40.500;3.000;0.000;-0.056;-0.411;0.000;40.444;2.589;0.000;4.665600;0.000000;2.827200;0.001166;-0.000350;0.001838;0.005319
40.500;4.000;0.000;-0.074;-0.411;0.000;40.426;3.589;0.000;6.220800;0.000000;2.692800;0.001555;-0.000467;0.001750;0.007194
40.500;5.000;0.000;-0.093;-0.412;0.000;40.407;4.588;0.000;7.776000;0.000000;2.520000;0.001944;-0.000583;0.001638;0.009622
40.500;6.000;0.000;-0.112;-0.412;0.000;40.388;5.588;0.000;9.331200;0.000000;2.308800;0.002333;-0.000700;0.001501;0.012616
40.500;7.000;0.000;-0.131;-0.413;0.000;40.369;6.587;0.000;10.886400;0.000000;2.059200;0.002722;-0.000816;0.001338;0.016192
40.500;8.000;0.000;-0.150;-0.414;0.000;40.350;7.586;0.000;12.441600;0.000000;1.771200;0.003110;-0.000933;0.001151;0.020369
40.500;9.000;0.000;-0.170;-0.415;0.000;40.330;8.585;0.000;13.996800;0.000000;1.444800;0.003499;-0.001050;0.000939;0.025167
40.500;10.000;0.000;-0.189;-0.416;0.000;40.311;9.584;0.000;15.552000;0.000000;1.080000;0.003888;-0.001166;0.000702;0.030612
40.500;11.000;0.000;-0.209;-0.417;0.000;40.291;10.583;0.000;17.107200;0.000000;0.676800;0.004277;-0.001283;0.000440;0.036731
40.500;12.000;0.000;-0.229;-0.419;0.000;40.271;11.581;0.000;18.662400;0.000000;0.235200;0.004666;-0.001400;0.000153;0.043554
41.500;-12.000;0.000;0.224;-0.399;0.000;41.724;-12.399;0.000;-19.123200;0.000000;0.235200;-0.004781;0.001434;0.000153;0.045730
41.500;-11.000;0.000;0.205;-0.397;0.000;41.705;-11.397;0.000;-17.529600;0.000000;0.676800;-0.004382;0.001315;0.000440;0.038560
41.500;-10.000;0.000;0.185;-0.396;0.000;41.685;-10.396;0.000;-15.936000;0.000000;1.080000;-0.003984;0.001195;0.000702;0.032124
41.500;-9.000;0.000;0.166;-0.395;0.000;41.666;-9.395;0.000;-14.342400;0.000000;1.444800;-0.003586;0.001076;0.000939;0.026391
41.500;-8.000;0.000;0.147;-0.394;0.000;41.647;-8.394;0.000;-12.748800;0.000000;1.771200;-0.003187;0.000956;0.001151;0.021336
41.500;-7.000;0.000;0.128;-0.393;0.000;41.628;-7.393;0.000;-11.155200;0.000000;2.059200;-0.002789;0.000837;0.001338;0.016933
41.500;-6.000;0.000;0.110;-0.392;0.000;41.610;-6.392;0.000;-9.561600;0.000000;2.308800;-0.002390;0.000717;0.001501;0.013160
41.500;-5.000;0.000;0.091;-0.391;0.000;41.591;-5.391;0.000;-7.968000;0.000000;2.520000;-0.001992;0.000598;0.001638;0.010000
41.500;-4.000;0.000;0.073;-0.391;0.000;41.573;-4.391;0.000;-6.374400;0.000000;2.692800;-0.001594;0.000478;0.001750;0.007436
41.500;-3.000;0.000;0.055;-0.390;0.000;41.555;-3.390;0.000;-4.780800;0.000000;2.827200;-0.001195;0.000359;0.001838;0.005455
41.500;-2.000;0.000;0.036;-0.390;0.000;41.536;-2.390;0.000;-3.187200;0.000000;2.923200;-0.000797;0.000239;0.001900;0.004047
41.500;-1.000;0.000;0.018;-0.390;0.000;41.518;-1.390;0.000;-1.593600;0.000000;2.980800;-0.000398;0.000120;0.001938;0.003205
41.500;0.000;0.000;0.000;-0.390;0.000;41.500;-0.390;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
41.500;1.000;0.000;-0.018;-0.390;0.000;41.482;0.610;0.000;1.593600;0.000000;2.980800;0.000398;-0.000120;0.001938;0.003205
41.500;2.000;0.000;-0.036;-0.390;0.000;41.464;1.610;0.000;3.187200;0.000000;2.923200;0.000797;-0.000239;0.001900;0.004047
41.500;3.000;0.000;-0.055;-0.390;0.000;41.445;2.610;0.000;4.780800;0.000000;2.827200;0.001195;-0.000359;0.001838;0.005455
41.500;4.000;0.000;-0.073;-0.391;0.000;41.427;3.609;0.000;6.374400;0.000000;2.692800;0.001594;-0.000478;0.001750;0.007436
41.500;5.000;0.000;-0.091;-0.391;0.000;41.409;4.609;0.000;7.968000;0.000000;2.520000;0.001992;-0.000598;0.001638;0.010000
41.500;6.000;0.000;-0.110;-0.392;0.000;41.390;5.608;0.000;9.561600;0.000000;2.308800;0.002390;-0.000717;0.001501;0.013160
41.500;7.000;0.000;-0.128;-0.393;0.000;41.372;6.607;0.000;11.155200;0.000000;2.059200;0.002789;-0.000837;0.001338;0.016933
41.500;8.000;0.000;-0.147;-0.394;0.000;41.353;7.606;0.000;12.748800;0.000000;1.771200;0.003187;-0.000956;0.001151;0.021336
41.500;9.000;0.000;-0.166;-0.395;0.000;41.334;8.605;0.000;14.342400;0.000000;1.444800;0.003586;-0.001076;0.000939;0.026391
41.500;10.000;0.000;-0.185;-0.396;0.000;41.315;9.604;0.000;15.936000;0.000000;1.080000;0.003984;-0.001195;0.000702;0.032124
41.500;11.000;0.000;-0.205;-0.397;0.000;41.295;10.603;0.000;17.529600;0.000000;0.676800;0.004382;-0.001315;0.000440;0.038560
41.500;12.000;0.000;-0.224;-0.399;0.000;41.276;11.601;0.000;19.123200;0.000000;0.235200;0.004781;-0.001434;0.000153;0.045730
42.500;-12.000;0.000;0.219;-0.379;0.000;42.719;-12.379;0.000;-19.584000;0.000000;0.235200;-0.004896;0.001469;0.000153;0.047960
42.500;-11.000;0.000;0.200;-0.377;0.000;42.700;-11.377;0.000;-17.952000;0.000000;0.676800;-0.004488;0.001346;0.000440;0.040433
42.500;-10.000;0.000;0.181;-0.376;0.000;42.681;-10.376;0.000;-16.320000;0.000000;1.080000;-0.004080;0.001224;0.000702;0.033672
42.500;-9.000;0.000;0.162;-0.375;0.000;42.662;-9.375;0.000;-14.688000;0.000000;1.444800;-0.003672;0.001102;0.000939;0.027646
42.500;-8.000;0.000;0.144;-0.374;0.000;42.644;-8.374;0.000;-13.056000;0.000000;1.771200;-0.003264;0.000979;0.001151;0.022327
42.500;-7.000;0.000;0.126;-0.373;0.000;42.626;-7.373;0.000;-11.424000;0.000000;2.059200;-0.002856;0.000857;0.001338;0.017692
42.500;-6.000;0.000;0.107;-0.372;0.000;42.607;-6.372;0.000;-9.792000;0.000000;2.308800;-0.002448;0.000734;0.001501;0.013718
42.500;-5.000;0.000;0.089;-0.372;0.000;42.589;-5.372;0.000;-8.160000;0.000000;2.520000;-0.002040;0.000612;0.001638;0.010387
42.500;-4.000;0.000;0.071;-0.371;0.000;42.571;-4.371;0.000;-6.528000;0.000000;2.692800;-0.001632;0.000490;0.001750;0.007683
42.500;-3.000;0.000;0.053;-0.371;0.000;42.553;-3.371;0.000;-4.896000;0.000000;2.827200;-0.001224;0.000367;0.001838;0.005594
42.500;-2.000;0.000;0.036;-0.370;0.000;42.536;-2.370;0.000;-3.264000;0.000000;2.923200;-0.000816;0.000245;0.001900;0.004109
42.500;-1.000;0.000;0.018;-0.370;0.000;42.518;-1.370;0.000;-1.632000;0.000000;2.980800;-0.000408;0.000122;0.001938;0.003221
42.500;0.000;0.000;0.000;-0.370;0.000;42.500;-0.370;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
42.500;1.000;0.000;-0.018;-0.370;0.000;42.482;0.630;0.000;1.632000;0.000000;2.980800;0.000408;-0.000122;0.001938;0.003221
42.500;2.000;0.000;-0.036;-0.370;0.000;42.464;1.630;0.000;3.264000;0.000000;2.923200;0.000816;-0.000245;0.001900;0.004109
42.500;3.000;0.000;-0.053;-0.371;0.000;42.447;2.629;0.000;4.896000;0.000000;2.827200;0.001224;-0.000367;0.001838;0.005594
42.500;4.000;0.000;-0.071;-0.371;0.000;42.429;3.629;0.000;6.528000;0.000000;2.692800;0.001632;-0.000490;0.001750;0.007683
42.500;5.000;0.000;-0.089;-0.372;0.000;42.411;4.628;0.000;8.160000;0.000000;2.520000;0.002040;-0.000612;0.001638;0.010387
42.500;6.000;0.000;-0.107;-0.372;0.000;42.393;5.628;0.000;9.792000;0.000000;2.308800;0.002448;-0.000734;0.001501;0.013718
42.500;7.000;0.000;-0.126;-0.373;0.000;42.374;6.627;0.000;11.424000;0.000000;2.059200;0.002856;-0.000857;0.001338;0.017692
42.500;8.000;0.000;-0.144;-0.374;0.000;42.356;7.626;0.000;13.056000;0.000000;1.771200;0.003264;-0.000979;0.001151;0.022327
42.500;9.000;0.000;-0.162;-0.375;0.000;42.338;8.625;0.000;14.688000;0.000000;1.444800;0.003672;-0.001102;0.000939;0.027646
42.500;10.000;0.000;-0.181;-0.376;0.000;42.319;9.624;0.000;16.320000;0.000000;1.080000;0.004080;-0.001224;0.000702;0.033672
42.500;11.000;0.000;-0.200;-0.377;0.000;42.300;10.623;0.000;17.952000;0.000000;0.676800;0.004488;-0.001346;0.000440;0.040433
42.500;12.000;0.000;-0.219;-0.379;0.000;42.281;11.621;0.000;19.584000;0.000000;0.235200;0.004896;-0.001469;0.000153;0.047960
43.500;-12.000;0.000;0.214;-0.360;0.000;43.714;-12.360;0.000;-20.044800;0.000000;0.235200;-0.005011;0.001503;0.000153;0.050242
43.500;-11.000;0.000;0.196;-0.358;0.000;43.696;-11.358;0.000;-18.374400;0.000000;0.676800;-0.004594;0.001378;0.000440;0.042351
43.500;-10.000;0.000;0.177;-0.357;0.000;43.677;-10.357;0.000;-16.704000;0.000000;1.080000;-0.004176;0.001253;0.000702;0.035257
43.500;-9.000;0.000;0.159;-0.356;0.000;43.659;-9.356;0.000;-15.033600;0.000000;1.444800;-0.003758;0.001128;0.000939;0.028930
43.500;-8.000;0.000;0.141;-0.355;0.000;43.641;-8.355;0.000;-13.363200;0.000000;1.771200;-0.003341;0.001002;0.001151;0.023341
43.500;-7.000;0.000;0.123;-0.354;0.000;43.623;-7.354;0.000;-11.692800;0.000000;2.059200;-0.002923;0.000877;0.001338;0.018468
43.500;-6.000;0.000;0.105;-0.353;0.000;43.605;-6.353;0.000;-10.022400;0.000000;2.308800;-0.002506;0.000752;0.001501;0.014288
43.500;-5.000;0.000;0.087;-0.352;0.000;43.587;-5.352;0.000;-8.352000;0.000000;2.520000;-0.002088;0.000626;0.001638;0.010783
43.500;-4.000;0.000;0.070;-0.352;0.000;43.570;-4.352;0.000;-6.681600;0.000000;2.692800;-0.001670;0.000501;0.001750;0.007937
43.500;-3.000;0.000;0.052;-0.351;0.000;43.552;-3.351;0.000;-5.011200;0.000000;2.827200;-0.001253;0.000376;0.001838;0.005737
43.500;-2.000;0.000;0.035;-0.351;0.000;43.535;-2.351;0.000;-3.340800;0.000000;2.923200;-0.000835;0.000251;0.001900;0.004172
43.500;-1.000;0.000;0.017;-0.351;0.000;43.517;-1.351;0.000;-1.670400;0.000000;2.980800;-0.000418;0.000125;0.001938;0.003236
43.500;0.000;0.000;0.000;-0.351;0.000;43.500;-0.351;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
43.500;1.000;0.000;-0.017;-0.351;0.000;43.483;0.649;0.000;1.670400;0.000000;2.980800;0.000418;-0.000125;0.001938;0.003236
43.500;2.000;0.000;-0.035;-0.351;0.000;43.465;1.649;0.000;3.340800;0.000000;2.923200;0.000835;-0.000251;0.001900;0.004172
43.500;3.000;0.000;-0.052;-0.351;0.000;43.448;2.649;0.000;5.011200;0.000000;2.827200;0.001253;-0.000376;0.001838;0.005737
43.500;4.000;0.000;-0.070;-0.352;0.000;43.430;3.648;0.000;6.681600;0.000000;2.692800;0.001670;-0.000501;0.001750;0.007937
43.500;5.000;0.000;-0.087;-0.352;0.000;43.413;4.648;0.000;8.352000;0.000000;2.520000;0.002088;-0.000626;0.001638;0.010783
43.500;6.000;0.000;-0.105;-0.353;0.000;43.395;5.647;0.000;10.022400;0.000000;2.308800;0.002506;-0.000752;0.001501;0.014288
43.500;7.000;0.000;-0.123;-0.354;0.000;43.377;6.646;0.000;11.692800;0.000000;2.059200;0.002923;-0.000877;0.001338;0.018468
43.500;8.000;0.000;-0.141;-0.355;0.000;43.359;7.645;0.000;13.363200;0.000000;1.771200;0.003341;-0.001002;0.001151;0.023341
43.500;9.000;0.000;-0.159;-0.356;0.000;43.341;8.644;0.000;15.033600;0.000000;1.444800;0.003758;-0.001128;0.000939;0.028930
43.500;10.000;0.000;-0.177;-0.357;0.000;43.323;9.643;0.000;16.704000;0.000000;1.080000;0.004176;-0.001253;0.000702;0.035257
43.500;11.000;0.000;-0.196;-0.358;0.000;43.304;10.642;0.000;18.374400;0.000000;0.676800;0.004594;-0.001378;0.000440;0.042351
43.500;12.000;0.000;-0.214;-0.360;0.000;43.286;11.640;0.000;20.044800;0.000000;0.235200;0.005011;-0.001503;0.000153;0.050242
44.500;-12.000;0.000;0.209;-0.341;0.000;44.709;-12.341;0.000;-20.505600;0.000000;0.235200;-0.005126;0.001538;0.000153;0.052578
44.500;-11.000;0.000;0.191;-0.339;0.000;44.691;-11.339;0.000;-18.796800;0.000000;0.676800;-0.004699;0.001410;0.000440;0.044314
44.500;-10.000;0.000;0.173;-0.338;0.000;44.673;-10.338;0.000;-17.088000;0.000000;1.080000;-0.004272;0.001282;0.000702;0.036879
44.500;-9.000;0.000;0.155;-0.337;0.000;44.655;-9.337;0.000;-15.379200;0.000000;1.444800;-0.003845;0.001153;0.000939;0.030243
44.500;-8.000;0.000;0.137;-0.336;0.000;44.637;-8.336;0.000;-13.670400;0.000000;1.771200;-0.003418;0.001025;0.001151;0.024380
44.500;-7.000;0.000;0.120;-0.335;0.000;44.620;-7.335;0.000;-11.961600;0.000000;2.059200;-0.002990;0.000897;0.001338;0.019263
44.500;-6.000;0.000;0.102;-0.334;0.000;44.602;-6.334;0.000;-10.252800;0.000000;2.308800;-0.002563;0.000769;0.001501;0.014872
44.500;-5.000;0.000;0.085;-0.333;0.000;44.585;-5.333;0.000;-8.544000;0.000000;2.520000;-0.002136;0.000641;0.001638;0.011189
44.500;-4.000;0.000;0.068;-0.332;0.000;44.568;-4.332;0.000;-6.835200;0.000000;2.692800;-0.001709;0.000513;0.001750;0.008197
44.500;-3.000;0.000;0.051;-0.332;0.000;44.551;-3.332;0.000;-5.126400;0.000000;2.827200;-0.001282;0.000384;0.001838;0.005883
44.500;-2.000;0.000;0.034;-0.332;0.000;44.534;-2.332;0.000;-3.417600;0.000000;2.923200;-0.000854;0.000256;0.001900;0.004237
44.500;-1.000;0.000;0.017;-0.331;0.000;44.517;-1.331;0.000;-1.708800;0.000000;2.980800;-0.000427;0.000128;0.001938;0.003253
44.500;0.000;0.000;0.000;-0.331;0.000;44.500;-0.331;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
44.500;1.000;0.000;-0.017;-0.331;0.000;44.483;0.669;0.000;1.708800;0.000000;2.980800;0.000427;-0.000128;0.001938;0.003253
44.500;2.000;0.000;-0.034;-0.332;0.000;44.466;1.668;0.000;3.417600;0.000000;2.923200;0.000854;-0.000256;0.001900;0.004237
44.500;3.000;0.000;-0.051;-0.332;0.000;44.449;2.668;0.000;5.126400;0.000000;2.827200;0.001282;-0.000384;0.001838;0.005883
44.500;4.000;0.000;-0.068;-0.332;0.000;44.432;3.668;0.000;6.835200;0.000000;2.692800;0.001709;-0.000513;0.001750;0.008197
44.500;5.000;0.000;-0.085;-0.333;0.000;44.415;4.667;0.000;8.544000;0.000000;2.520000;0.002136;-0.000641;0.001638;0.011189
44.500;6.000;0.000;-0.102;-0.334;0.000;44.398;5.666;0.000;10.252800;0.000000;2.308800;0.002563;-0.000769;0.001501;0.014872
44.500;7.000;0.000;-0.120;-0.335;0.000;44.380;6.665;0.000;11.961600;0.000000;2.059200;0.002990;-0.000897;0.001338;0.019263
44.500;8.000;0.000;-0.137;-0.336;0.000;44.363;7.664;0.000;13.670400;0.000000;1.771200;0.003418;-0.001025;0.001151;0.024380
44.500;9.000;0.000;-0.155;-0.337;0.000;44.345;8.663;0.000;15.379200;0.000000;1.444800;0.003845;-0.001153;0.000939;0.030243
44.500;10.000;0.000;-0.173;-0.338;0.000;44.327;9.662;0.000;17.088000;0.000000;1.080000;0.004272;-0.001282;0.000702;0.036879
44.500;11.000;0.000;-0.191;-0.339;0.000;44.309;10.661;0.000;18.796800;0.000000;0.676800;0.004699;-0.001410;0.000440;0.044314
44.500;12.000;0.000;-0.209;-0.341;0.000;44.291;11.659;0.000;20.505600;0.000000;0.235200;0.005126;-0.001538;0.000153;0.052578
45.500;-12.000;0.000;0.204;-0.322;0.000;45.704;-12.322;0.000;-20.966400;0.000000;0.235200;-0.005242;0.001572;0.000153;0.054967
45.500;-11.000;0.000;0.186;-0.321;0.000;45.686;-11.321;0.000;-19.219200;0.000000;0.676800;-0.004805;0.001441;0.000440;0.046321
45.500;-10.000;0.000;0.169;-0.319;0.000;45.669;-10.319;0.000;-17.472000;0.000000;1.080000;-0.004368;0.001310;0.000702;0.038538
45.500;-9.000;0.000;0.151;-0.318;0.000;45.651;-9.318;0.000;-15.724800;0.000000;1.444800;-0.003931;0.001179;0.000939;0.031587
45.500;-8.000;0.000;0.134;-0.317;0.000;45.634;-8.317;0.000;-13.977600;0.000000;1.771200;-0.003494;0.001048;0.001151;0.025441
45.500;-7.000;0.000;0.117;-0.316;0.000;45.617;-7.316;0.000;-12.230400;0.000000;2.059200;-0.003058;0.000917;0.001338;0.020076
45.500;-6.000;0.000;0.100;-0.315;0.000;45.600;-6.315;0.000;-10.483200;0.000000;2.308800;-0.002621;0.000786;0.001501;0.015470
45.500;-5.000;0.000;0.083;-0.314;0.000;45.583;-5.314;0.000;-8.736000;0.000000;2.520000;-0.002184;0.000655;0.001638;0.011604
45.500;-4.000;0.000;0.066;-0.314;0.000;45.566;-4.314;0.000;-6.988800;0.000000;2.692800;-0.001747;0.000524;0.001750;0.008462
45.500;-3.000;0.000;0.050;-0.313;0.000;45.550;-3.313;0.000;-5.241600;0.000000;2.827200;-0.001310;0.000393;0.001838;0.006032
45.500;-2.000;0.000;0.033;-0.313;0.000;45.533;-2.313;0.000;-3.494400;0.000000;2.923200;-0.000874;0.000262;0.001900;0.004304
45.500;-1.000;0.000;0.016;-0.313;0.000;45.516;-1.313;0.000;-1.747200;0.000000;2.980800;-0.000437;0.000131;0.001938;0.003269
45.500;0.000;0.000;0.000;-0.313;0.000;45.500;-0.313;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
45.500;1.000;0.000;-0.016;-0.313;0.000;45.484;0.687;0.000;1.747200;0.000000;2.980800;0.000437;-0.000131;0.001938;0.003269
45.500;2.000;0.000;-0.033;-0.313;0.000;45.467;1.687;0.000;3.494400;0.000000;2.923200;0.000874;-0.000262;0.001900;0.004304
45.500;3.000;0.000;-0.050;-0.313;0.000;45.450;2.687;0.000;5.241600;0.000000;2.827200;0.001310;-0.000393;0.001838;0.006032
45.500;4.000;0.000;-0.066;-0.314;0.000;45.434;3.686;0.000;6.988800;0.000000;2.692800;0.001747;-0.000524;0.001750;0.008462
45.500;5.000;0.000;-0.083;-0.314;0.000;45.417;4.686;0.000;8.736000;0.000000;2.520000;0.002184;-0.000655;0.001638;0.011604
45.500;6.000;0.000;-0.100;-0.315;0.000;45.400;5.685;0.000;10.483200;0.000000;2.308800;0.002621;-0.000786;0.001501;0.015470
45.500;7.000;0.000;-0.117;-0.316;0.000;45.383;6.684;0.000;12.230400;0.000000;2.059200;0.003058;-0.000917;0.001338;0.020076
45.500;8.000;0.000;-0.134;-0.317;0.000;45.366;7.683;0.000;13.977600;0.000000;1.771200;0.003494;-0.001048;0.001151;0.025441
45.500;9.000;0.000;-0.151;-0.318;0.000;45.349;8.682;0.000;15.724800;0.000000;1.444800;0.003931;-0.001179;0.000939;0.031587
45.500;10.000;0.000;-0.169;-0.319;0.000;45.331;9.681;0.000;17.472000;0.000000;1.080000;0.004368;-0.001310;0.000702;0.038538
45.500;11.000;0.000;-0.186;-0.321;0.000;45.314;10.679;0.000;19.219200;0.000000;0.676800;0.004805;-0.001441;0.000440;0.046321
45.500;12.000;0.000;-0.204;-0.322;0.000;45.296;11.678;0.000;20.966400;0.000000;0.235200;0.005242;-0.001572;0.000153;0.054967
46.500;-12.000;0.000;0.199;-0.304;0.000;46.699;-12.304;0.000;-21.427200;0.000000;0.235200;-0.005357;0.001607;0.000153;0.057409
46.500;-11.000;0.000;0.181;-0.303;0.000;46.681;-11.303;0.000;-19.641600;0.000000;0.676800;-0.004910;0.001473;0.000440;0.048373
46.500;-10.000;0.000;0.164;-0.301;0.000;46.664;-10.301;0.000;-17.856000;0.000000;1.080000;-0.004464;0.001339;0.000702;0.040234
46.500;-9.000;0.000;0.147;-0.300;0.000;46.647;-9.300;0.000;-16.070400;0.000000;1.444800;-0.004018;0.001205;0.000939;0.032961
46.500;-8.000;0.000;0.130;-0.299;0.000;46.630;-8.299;0.000;-14.284800;0.000000;1.771200;-0.003571;0.001071;0.001151;0.026527
46.500;-7.000;0.000;0.114;-0.298;0.000;46.614;-7.298;0.000;-12.499200;0.000000;2.059200;-0.003125;0.000937;0.001338;0.020907
46.500;-6.000;0.000;0.097;-0.297;0.000;46.597;-6.297;0.000;-10.713600;0.000000;2.308800;-0.002678;0.000804;0.001501;0.016080
46.500;-5.000;0.000;0.081;-0.296;0.000;46.581;-5.296;0.000;-8.928000;0.000000;2.520000;-0.002232;0.000670;0.001638;0.012028
46.500;-4.000;0.000;0.064;-0.296;0.000;46.564;-4.296;0.000;-7.142400;0.000000;2.692800;-0.001786;0.000536;0.001750;0.008733
46.500;-3.000;0.000;0.048;-0.295;0.000;46.548;-3.295;0.000;-5.356800;0.000000;2.827200;-0.001339;0.000402;0.001838;0.006185
46.500;-2.000;0.000;0.032;-0.295;0.000;46.532;-2.295;0.000;-3.571200;0.000000;2.923200;-0.000893;0.000268;0.001900;0.004371
46.500;-1.000;0.000;0.016;-0.295;0.000;46.516;-1.295;0.000;-1.785600;0.000000;2.980800;-0.000446;0.000134;0.001938;0.003286
46.500;0.000;0.000;0.000;-0.295;0.000;46.500;-0.295;0.000;0.000000;0.000000;3.000000;0.000000;0.000000;0.001950;0.002925
46.500;1.000;0.000;-0.016;-0.295;0.000;46.484;0.705;0.000;1.785600;0.000000;2.980800;0.000446;-0.000134;0.001938;0.003286
46.500;2.000;0.000;-0.032;-0.295;0.000;46.468;1.705;0.000;3.571200;0.000000;2.923200;0.000893;-0.000268;0.001900;0.004371
46.500;3.000;0.000;-0.048;-0.295;0.000;46.452;2.705;0.000;5.356800;0.000000;2.827200;0.001339;-0.000402;0.001838;0.006185
46.500;4.000;0.000;-0.064;-0.296;0.000;46.436;3.704;0.000;7.142400;0.000000;2.692800;0.001786;-0.000536;0.001750;0.008733
46.500;5.000;0.000;-0.081;-0.296;0.000;46.419;4.704;0.000;8.928000;0.000000;2.520000;0.002232;-0.000670;0.001638;0.012028
46.500;6.000;0.000;-0.097;-0.297;0.000;46.403;5.703;0.000;10.713600;0.000000;2.308800;0.002678;-0.000804;0.001501;0.016080
46.500;7.000;0.000;-0.114;-0.298;0.000;46.386;6.702;0.000;12.499200;0.000000;2.059200;0.003125;-0.000937;0.001338;0.020907
